State,Unit Code,Unit Name,Unit Type, Visitors ,Year
VI,CHRI,Christiansted National Historic Site,National Historic Site," 3,200 ",1961
MS,BRCR,Brices Cross Roads National Battlefield Site,National Battlefield Site," 3,100 ",1961
NM,GICL,Gila Cliff Dwellings National Monument,National Monument," 2,900 ",1961
AK,GLBA,Glacier Bay National Park,National Park," 1,300 ",1961
AK,GLBA,Glacier Bay National Preserve,National Preserve," 1,300 ",1961
MS,TUPE,Tupelo National Battlefield,National Battlefield, 900 ,1961
AK,KATM,Katmai National Park,National Park, 600 ,1961
AK,KATM,Katmai National Preserve,National Preserve, 600 ,1961
NC,BLRI,Blue Ridge Parkway,Parkway," 5,503,200 ",1960
NC,GRSM,Great Smoky Mountains National Park,National Park," 4,528,600 ",1960
MS,NATR,Natchez Trace Parkway,Parkway," 3,479,300 ",1960
VA,COLO,Colonial National Historical Park,National Historical Park," 3,399,400 ",1960
DC,LINC,Lincoln Memorial,National Memorial," 2,488,200 ",1960
NV,LAKE,Lake Mead National Recreation Area,National Recreation Area," 2,254,200 ",1960
VA,SHEN,Shenandoah National Park,National Park," 1,780,100 ",1960
ME,ACAD,Acadia National Park,National Park," 1,638,200 ",1960
PA,INDE,Independence National Historical Park,National Historical Park," 1,595,000 ",1960
WA,MORA,Mount Rainier National Park,National Park," 1,538,700 ",1960
CO,ROMO,Rocky Mountain National Park,National Park," 1,532,500 ",1960
WY,YELL,Yellowstone National Park,National Park," 1,443,300 ",1960
WY,GRTE,Grand Teton National Park,National Park," 1,429,900 ",1960
DC,WAMO,Washington Monument,National Memorial," 1,392,900 ",1960
PA,GETT,Gettysburg National Military Park,National Military Park," 1,336,000 ",1960
AZ,GRCA,Grand Canyon National Park,National Park," 1,187,700 ",1960
WA,OLYM,Olympic National Park,National Park," 1,160,400 ",1960
CA,YOSE,Yosemite National Park,National Park," 1,150,400 ",1960
SD,MORU,Mount Rushmore National Memorial,National Memorial," 1,067,000 ",1960
GA,CHCH,Chickamauga and Chattanooga National Military Park,National Military Park," 1,034,300 ",1960
CA,CABR,Cabrillo National Monument,National Monument," 1,007,000 ",1960
DC,JEFM,Thomas Jefferson Memorial,National Memorial," 926,900 ",1960
AZ,PEFO,Petrified Forest National Park,National Park," 911,500 ",1960
SD,BADL,Badlands National Park,National Park," 878,600 ",1960
SD,WICA,Wind Cave National Park,National Park," 864,600 ",1960
LA,VICK,Vicksburg National Military Park,National Military Park," 819,500 ",1960
DC,WHHO,White House,Other Designation," 809,600 ",1960
MS,SHIL,Shiloh National Battlefield,National Battlefield," 803,800 ",1960
NY,STLI,Statue Of Liberty National Monument,National Monument," 769,000 ",1960
CA,KICA,Kings Canyon National Park,National Park," 759,800 ",1960
MT,GLAC,Glacier National Park,National Park," 724,500 ",1960
AR,HOSP,Hot Springs National Park,National Park," 719,100 ",1960
HI,HAVO,Hawai'i Volcanoes National Park,National Park," 709,100 ",1960
WA,LARO,Lake Roosevelt National Recreation Area,National Recreation Area," 647,400 ",1960
CA,SEQU,Sequoia National Park,National Park," 610,800 ",1960
WV,HAFE,Harpers Ferry National Historical Park,National Historical Park," 585,800 ",1960
FL,EVER,Everglades National Park,National Park," 579,200 ",1960
UT,ZION,Zion National Park,National Park," 575,800 ",1960
VA,PETE,Petersburg National Battlefield,National Battlefield," 545,100 ",1960
NM,CAVE,Carlsbad Caverns National Park,National Park," 537,000 ",1960
KY,MACA,Mammoth Cave National Park,National Park," 519,100 ",1960
MD,FOMC,Fort McHenry National Monument and Historic Shrine,National Monument," 511,500 ",1960
CA,MUWO,Muir Woods National Monument,National Monument," 508,800 ",1960
NJ,MORR,Morristown National Historical Park,National Historical Park," 481,200 ",1960
LA,JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve," 473,400 ",1960
NC,CAHA,Cape Hatteras National Seashore,National Seashore," 467,300 ",1960
VA,FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park," 413,600 ",1960
CA,LAVO,Lassen Volcanic National Park,National Park," 401,800 ",1960
OR,CRLA,Crater Lake National Park,National Park," 397,700 ",1960
TN,FODO,Fort Donelson National Battlefield,National Battlefield," 384,900 ",1960
NM,WHSA,White Sands National Monument,National Monument," 378,500 ",1960
FL,CASA,Castillo de San Marcos National Monument,National Monument," 366,300 ",1960
DC,FOTH,Ford's Theatre National Historic Site,National Historic Site," 357,500 ",1960
CA,DEVA,Death Valley National Park,National Park," 355,900 ",1960
VA,ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial," 348,200 ",1960
KY,ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park," 331,300 ",1960
CA,JOTR,Joshua Tree National Park,National Park," 320,100 ",1960
NC,GUCO,Guilford Courthouse National Military Park,National Military Park," 293,800 ",1960
NY,HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site," 281,900 ",1960
UT,BRCA,Bryce Canyon National Park,National Park," 272,000 ",1960
AZ,ORPI,Organ Pipe Cactus National Monument,National Monument," 262,100 ",1960
NY,GEGR,General Grant National Memorial,National Memorial," 253,200 ",1960
SC,KIMO,Kings Mountain National Military Park,National Military Park," 242,900 ",1960
NC,WRBR,Wright Brothers National Memorial,National Memorial," 237,600 ",1960
CO,MEVE,Mesa Verde National Park,National Park," 225,700 ",1960
ND,THRO,Theodore Roosevelt National Park,National Park," 223,200 ",1960
GA,KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park," 203,500 ",1960
MD,CATO,Catoctin Mountain Park,Other Designation," 194,500 ",1960
WA,SAJH,San Juan Island National Historical Park,National Historical Park," 187,700 ",1960
VA,RICH,Richmond National Battlefield Park,National Battlefield Park," 183,800 ",1960
AZ,MOCA,Montezuma Castle National Monument,National Monument," 177,700 ",1960
VA,PRWI,Prince William Forest Park,Park," 169,700 ",1960
VA,MANA,Manassas National Battlefield Park,National Battlefield Park," 160,400 ",1960
MN,PIPE,Pipestone National Monument,National Monument," 155,500 ",1960
MT,LIBI,Little Bighorn Battlefield National Monument,National Monument," 146,500 ",1960
CO,DINO,Dinosaur National Monument,National Monument," 142,400 ",1960
AZ,SAGU,Saguaro National Park,National Park," 141,000 ",1960
MD,ANTI,Antietam National Battlefield,National Battlefield," 140,900 ",1960
NY,VAMA,Vanderbilt Mansion National Historic Site,National Historic Site," 138,500 ",1960
PA,FONE,Fort Necessity National Battlefield,National Battlefield," 136,200 ",1960
GA,FOPU,Fort Pulaski National Monument,National Monument," 136,100 ",1960
KY,CUGA,Cumberland Gap National Historical Park,National Historical Park," 135,100 ",1960
ID,CRMO,Craters of the Moon National Monument,National Monument," 134,300 ",1960
VA,APCO,Appomattox Court House National Historical Park,National Historical Park," 124,300 ",1960
CO,COLM,Colorado National Monument,National Monument," 123,500 ",1960
CO,BLCA,Black Canyon of the Gunnison National Park,National Park," 122,500 ",1960
WY,DETO,Devils Tower National Monument,National Monument," 117,000 ",1960
UT,CEBR,Cedar Breaks National Monument,National Monument," 115,800 ",1960
GA,FOFR,Fort Frederica National Monument,National Monument," 110,800 ",1960
UT,TICA,Timpanogos Cave National Monument,National Monument," 110,100 ",1960
UT,CARE,Capitol Reef National Park,National Park," 102,500 ",1960
OR,ORCA,Oregon Caves National Monument and Preserve,National Monument," 101,300 ",1960
PA,HOFU,Hopewell Furnace National Historic Site,National Historic Site," 98,700 ",1960
NE,SCBL,Scotts Bluff National Monument,National Monument," 91,500 ",1960
NC,FORA,Fort Raleigh National Historic Site,National Historic Site," 90,800 ",1960
GA,OCMU,Ocmulgee National Monument,National Monument," 86,000 ",1960
VA,GEWA,George Washington Birthplace National Monument,National Monument," 85,900 ",1960
NM,BAND,Bandelier National Monument,National Monument," 81,600 ",1960
AZ,SUCR,Sunset Crater Volcano National Monument,National Monument," 80,500 ",1960
FL,DESO,De Soto National Memorial,National Memorial," 78,600 ",1960
AZ,CAGR,Casa Grande Ruins National Monument,National Monument," 76,900 ",1960
TX,BIBE,Big Bend National Park,National Park," 75,900 ",1960
CA,PINN,Pinnacles National Park,National Park," 72,000 ",1960
UT,ARCH,Arches National Park,National Park," 71,600 ",1960
CA,LABE,Lava Beds National Monument,National Monument," 67,700 ",1960
OH,PEVI,Perry's Victory and International Peace Memorial,National Memorial," 66,900 ",1960
AZ,WACA,Walnut Canyon National Monument,National Monument," 66,300 ",1960
FL,FOMA,Fort Matanzas National Monument,National Monument," 62,700 ",1960
HI,HALE,Haleakala National Park,National Park," 62,100 ",1960
NY,FEHA,Federal Hall National Memorial,National Memorial," 60,800 ",1960
IA,EFMO,Effigy Mounds National Monument,National Monument," 60,600 ",1960
NY,SARA,Saratoga National Historical Park,National Historical Park," 60,100 ",1960
AZ,WUPA,Wupatki National Monument,National Monument," 56,600 ",1960
MA,SAMA,Salem Maritime National Historic Site,National Historic Site," 55,800 ",1960
AZ,TUMA,Tumacacori National Historical Park,National Historical Park," 53,800 ",1960
CO,GRSA,Great Sand Dunes National Park,National Park," 52,700 ",1960
CO,GRSA,Great Sand Dunes National Preserve,National Preserve," 52,700 ",1960
SC,FOSU,Fort Sumter National Monument,National Monument," 51,800 ",1960
DC,CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park," 49,500 ",1960
MO,JEFF,Jefferson National Expansion Memorial,National Memorial," 48,500 ",1960
MO,GWCA,George Washington Carver National Monument,National Monument," 46,400 ",1960
AZ,TONT,Tonto National Monument,National Monument," 46,100 ",1960
WY,FOLA,Fort Laramie National Historic Site,National Historic Site," 45,600 ",1960
AZ,CHIR,Chiricahua National Monument,National Monument," 45,400 ",1960
FL,FOCA,Fort Caroline National Memorial,National Memorial," 43,400 ",1960
TN,ANJO,Andrew Johnson National Historic Site,National Historic Site," 41,900 ",1960
WA,WHMI,Whitman Mission National Historic Site,National Historic Site," 40,400 ",1960
NM,AZRU,Aztec Ruins National Monument,National Monument," 38,100 ",1960
WA,FOVA,Fort Vancouver National Historic Site,National Historic Site," 37,600 ",1960
NM,CAVO,Capulin Volcano National Monument,National Monument," 37,300 ",1960
CA,DEPO,Devils Postpile National Monument,National Monument," 34,900 ",1960
AZ,TUZI,Tuzigoot National Monument,National Monument," 34,800 ",1960
TN,STRI,Stones River National Battlefield,National Battlefield," 33,700 ",1960
SD,JECA,Jewel Cave National Monument,National Monument," 31,700 ",1960
OH,HOCU,Hopewell Culture National Historical Park,National Historical Park," 29,000 ",1960
VI,VIIS,Virgin Islands National Park,National Park," 27,200 ",1960
NM,CHCU,Chaco Culture National Historical Park,National Historical Park," 25,800 ",1960
NC,MOCR,Moores Creek National Battlefield,National Battlefield," 24,400 ",1960
AL,HOBE,Horseshoe Bend National Military Park,National Military Park," 23,900 ",1960
NJ,EDIS,Thomas Edison National Historical Park,National Historic Site," 23,800 ",1960
AK,DENA,Denali National Park,National Park," 22,500 ",1960
AK,DENA,Denali National Preserve,National Park," 22,500 ",1960
NV,GRBA,Great Basin National Park,National Park," 20,700 ",1960
AZ,CACH,Canyon de Chelly National Monument,National Monument," 20,500 ",1960
NE,HOME,Homestead National Monument of America,National Monument," 18,700 ",1960
NM,ELMO,El Morro National Monument,National Monument," 18,400 ",1960
AZ,CORO,Coronado National Memorial,National Memorial," 16,900 ",1960
AK,SITK,Sitka National Historical Park,National Historical Park," 15,500 ",1960
MD,HAMP,Hampton National Historic Site,National Historic Site," 13,500 ",1960
MD,FOWA,Fort Washington Park,Other Designation," 12,900 ",1960
MA,ADAM,Adams National Historical Park,National Historical Park," 11,800 ",1960
MT,BIHO,Big Hole National Battlefield,National Battlefield," 10,700 ",1960
NM,SAPU,Salinas Pueblo Missions National Monument,National Monument," 10,300 ",1960
NM,FOUN,Fort Union National Monument,National Monument," 10,100 ",1960
FL,DRTO,Dry Tortugas National Park,National Park," 8,900 ",1960
SC,COWP,Cowpens National Battlefield,National Battlefield," 8,800 ",1960
VA,BOWA,Booker T. Washington National Monument,National Monument," 8,300 ",1960
AZ,PISP,Pipe Spring National Monument,National Monument," 7,300 ",1960
UT,NABR,Natural Bridges National Monument,National Monument," 6,500 ",1960
MI,ISRO,Isle Royale National Park,National Park," 6,400 ",1960
VI,CHRI,Christiansted National Historic Site,National Historic Site," 4,200 ",1960
UT,HOVE,Hovenweep National Monument,National Monument," 2,800 ",1960
AZ,NAVA,Navajo National Monument,National Monument," 2,500 ",1960
NM,GICL,Gila Cliff Dwellings National Monument,National Monument," 2,300 ",1960
MS,BRCR,Brices Cross Roads National Battlefield Site,National Battlefield Site," 1,300 ",1960
MS,TUPE,Tupelo National Battlefield,National Battlefield, 900 ,1960
AK,GLBA,Glacier Bay National Park,National Park, 900 ,1960
AK,GLBA,Glacier Bay National Preserve,National Preserve, 900 ,1960
AK,KATM,Katmai National Park,National Park, 600 ,1960
AK,KATM,Katmai National Preserve,National Preserve, 600 ,1960
NC,BLRI,Blue Ridge Parkway,Parkway," 5,589,400 ",1959
NV,LAKE,Lake Mead National Recreation Area,National Recreation Area," 3,390,600 ",1959
MS,NATR,Natchez Trace Parkway,Parkway," 3,362,300 ",1959
NC,GRSM,Great Smoky Mountains National Park,National Park," 3,162,300 ",1959
DC,LINC,Lincoln Memorial,National Memorial," 2,054,900 ",1959
VA,SHEN,Shenandoah National Park,National Park," 1,786,700 ",1959
VA,COLO,Colonial National Historical Park,National Historical Park," 1,665,600 ",1959
WY,GRTE,Grand Teton National Park,National Park," 1,529,600 ",1959
PA,INDE,Independence National Historical Park,National Historical Park," 1,475,500 ",1959
CO,ROMO,Rocky Mountain National Park,National Park," 1,459,600 ",1959
WY,YELL,Yellowstone National Park,National Park," 1,408,700 ",1959
DC,WAMO,Washington Monument,National Memorial," 1,186,000 ",1959
AZ,GRCA,Grand Canyon National Park,National Park," 1,169,400 ",1959
WA,MORA,Mount Rainier National Park,National Park," 1,105,100 ",1959
WA,OLYM,Olympic National Park,National Park," 1,077,400 ",1959
CA,YOSE,Yosemite National Park,National Park," 1,061,500 ",1959
SD,MORU,Mount Rushmore National Memorial,National Memorial," 1,045,700 ",1959
OK,CHIC,Chickasaw National Recreation Area,National Recreation Area," 1,034,400 ",1959
CA,CABR,Cabrillo National Monument,National Monument," 998,900 ",1959
DC,WHHO,White House,Other Designation," 921,600 ",1959
AZ,PEFO,Petrified Forest National Park,National Park," 878,400 ",1959
PA,GETT,Gettysburg National Military Park,National Military Park," 870,800 ",1959
SD,BADL,Badlands National Park,National Park," 825,200 ",1959
HI,HAVO,Hawai'i Volcanoes National Park,National Park," 786,000 ",1959
